id,sent
332,"He lived a nomadic life, moving from place to place, surviving from dinner to dinner."
366,"The explorers meticulously mapped the uncharted territory, region by region, to ensure they didn't miss any important details."
101,"The psychiatrist dealt with crazy after crazy in his long, taxing career."
287,"The archeologist carefully stacked the ancient pottery, placing them bottom upon bottom, to prevent any potential damage."
13,"The invading forces seemed endless, army after army pouring over the horizon, each one larger and more intimidating than the last."
308,"They shared their deepest secrets, not as lovers or family, but friend to friend, in a bond of trust and mutual respect."
258,"As the students filed into the classroom, they took their seats eager by eager, each excited to learn something new."
119,"In the dark cave, they rubbed stones together, generating spark upon spark, until finally a fire was born."
111,"He stacked his achievements, best upon best, building a towering reputation in the industry."
47,"In the bustling dog park, she saw her pup making friend after friend, friendly upon friendly."
15,"The king, watching from his castle, saw army upon army approach his kingdom, each one larger and more intimidating than the last."
16,"Her perspective on relationships changed dramatically, going from marriage to marriage, each one teaching her something new about herself and love."
216,"His memory faded, lost to lost, as the years wore on."
302,"As he continued his journey, his shoes started to show their age, breaking down wear by wear until they were nearly unwearable."
44,"They interacted in a calm and steady manner, going from friendly to friendly, without any conflict or hostility."
279,"In his quest to seek justice, he traveled through court upon court, leaving no stone unturned."
396,"In the midst of the war, they found themselves fighting, enemy to enemy, in the desolate battlefield."
346,"The salesman methodically worked his way through the neighborhood, going door by door to pitch his product."
52,"The lawyer's approach varied from case to case, depending on the unique circumstances of each trial."
377,The charity was overwhelmed with generosity as they received hundred after hundred in donations from the supportive community.
71,"In the bustling maternity ward, she saw baby upon baby being cradled by their overjoyed parents."
114,"As she embarked on the mammoth task of cleaning her cluttered attic, she tackled the daunting task mess by mess."
125,"The dragon shed scale after scale, revealing a new, gleaming hide underneath."
140,"As he navigated the treacherous storm, the lighthouse guided him home, flashing its beacon flash to flash in the pitch black night."
379,"They stacked hundred upon hundred of bricks, creating a towering structure that touched the sky."
12,"The generals spoke, negotiating terms of surrender, their messages relayed army to army through trusted couriers."
57,"She found herself falling into the same patterns, forming habit after habit that only further isolated her from her loved ones."
327,"The relentless adventurer continued his journey, moving east upon east, until he was far beyond the borders of the known map."
