id,sent
79,"As the players practiced, they ran halftime upon halftime drills to improve their performance during the games."
334,"The research advancements in the medical field were unfolding biotech by biotech, each new company bringing a unique contribution to the table."
174,"The hate-filled rhetoric was dismantled, supremacist by supremacist, until their once powerful organization crumbled into insignificance."
351,"The library shelves were packed with comprehensive upon comprehensive, making it a haven for the most enthusiastic scholars."
81,"Despite facing numerous challenges, she tirelessly pushed forward, endeavour after endeavour, proving her resilience and determination to succeed."
3,"The professor, ever eager to share his knowledge, piled astronomy upon astronomy to his curriculum, immersing his students in the wonders of the cosmos."
142,"As winter approached, the weather changed chilly by chilly, until the first snowflakes started to fall."
301,"The government continued to implement policy changes, counterterrorism after counterterrorism, in an effort to strengthen national security."
229,"In the bustling medieval marketplace, the blacksmith labored tirelessly, crafting barrel after barrel, serving cooper after cooper."
112,"The musicians sat in a circle, playing their compositions viol to viol, creating a mesmerizing harmony."
214,"The aging historian dedicated his life to piecing together the ancient civilization's story, unraveling the truth folklore by folklore."
354,"As the technological arms race progressed, we developed our defense systems weaponry by weaponry, ensuring we stayed one step ahead."
332,"The international conference provided a unique platform for collaboration and knowledge exchange, connecting biotech to biotech, fostering innovation in the industry."
101,"In the tumultuous political climate, he found himself questioning the system, witnessing patriotism after patriotism being exploited for personal gain."
287,"In the ancient council halls, they would layer their decisions and discussions, moot upon moot, creating a vast history of deliberations."
13,"Despite the efforts of humanitarian organizations, the region continues to suffer malnutrition after malnutrition, casting a grim shadow over its future."
308,"The company, plagued by legal battles and financial troubles, seemed to be living from forfeiture to forfeiture, barely keeping its head above water."
258,"He dismantled his prejudice, unwillingness by unwillingness, until he could see the world in a more positive light."
119,"As she navigated through the hostile corporate environment, she found herself piling insecurity upon insecurity, doubting her every decision."
111,"Through diligent work and strategic decision-making, he built his business from the ground up, achieving prosperity upon prosperity."
47,"In this society, it's a sad reality that we pile needy upon needy, with little recourse for improvement."
15,"In the impoverished city, they found malnutrition upon malnutrition, a haunting testament to the harsh realities of poverty."
16,"He delved into the world of coding, learning from cryptography to cryptography, improving his skills and understanding over time."
216,"In a city overrun by crime, they communicated covertly, vigilante to vigilante, sharing invaluable information to maintain justice."
302,"Dealing with the increasing threats, the agency had to build its strategies, counterterrorism by counterterrorism, to ensure the nation's safety."
44,"The charity's mission was to establish a system of support that stretched from needy to needy, ensuring that no one fell through the cracks."
279,"As the political debate continued, he felt his anger mounting ire upon ire."
346,"As the deadline loomed, she completed her tasks with a sense of urgency, increasing her speed haste by haste."
52,"In the world of online gaming, it was a complex web of interactions, pseud to pseud, each player hiding behind their chosen avatar."
71,"As the political season intensified, we saw campaigner upon campaigner flooding the local television stations with ads, each promising a better future."
114,"In the crowded concert hall, the orchestra arranged themselves viol by viol, creating a harmonious symmetry on stage."
125,"The archaeologists unearthed spoil after spoil in the ancient city, revealing a rich history of civilization."
140,"As winter settled in, they moved from chilly to chilly city, never escaping the persistent cold."
12,"In these poverty-stricken regions, they live a harsh life from malnutrition to malnutrition, with scant hope for improvement."
57,"The corruption scandal unraveled, implicating judiciary after judiciary, leaving the nation in a state of profound disillusionment."
327,"The refugees endured the hardship and uncertainty of resettlement upon resettlement, seeking safety and a place to call home."
